timestamp,cpu_usage_percent,memory_usage_percent,state
2024-06-18 09:35:56,0.0,10.6,0
2024-06-18 09:36:01,1.9,10.6,2
2024-06-18 09:36:03,21.3,13.3,3
2024-06-18 09:36:04,25.4,13.3,3
2024-06-18 09:36:05,26.7,13.3,3
2024-06-18 09:36:06,24.0,13.4,3
2024-06-18 09:36:08,24.1,13.4,3
2024-06-18 09:36:09,24.9,13.5,3
2024-06-18 09:36:10,25.2,13.4,3
2024-06-18 09:36:11,19.9,14.8,3
2024-06-18 09:36:12,24.9,13.5,3
2024-06-18 09:36:13,21.4,13.4,3
2024-06-18 09:36:14,24.8,13.4,3
