timestamp,cpu_usage_percent,memory_usage_percent,state
2024-06-19 21:16:46,0.0,9.6,0
2024-06-19 21:16:47,22.8,11.8,3
2024-06-19 21:16:48,26.4,12.0,3
2024-06-19 21:16:49,32.8,12.0,3
2024-06-19 21:16:50,27.4,12.0,3
2024-06-19 21:16:51,30.4,12.1,3
2024-06-19 21:16:52,27.9,12.6,3
2024-06-19 21:16:53,31.1,12.1,3
2024-06-19 21:16:54,31.8,12.1,3
2024-06-19 21:16:55,26.5,12.1,3
2024-06-19 21:16:56,45.0,12.2,3
2024-06-19 21:16:57,27.2,12.1,3
2024-06-19 21:16:58,30.8,12.1,3
2024-06-19 21:16:59,27.4,12.6,3
2024-06-19 21:17:00,29.8,12.1,3
2024-06-19 21:17:01,32.6,12.1,3
2024-06-19 21:17:02,27.1,12.1,3
2024-06-19 21:17:03,32.4,12.1,3
2024-06-19 21:17:04,27.2,12.1,3
