timestamp,cpu_usage_percent,memory_usage_percent,state
2024-06-19 17:51:56,0.0,24.7,0
2024-06-19 17:51:57,22.4,29.2,3
2024-06-19 17:51:58,17.3,29.4,3
2024-06-19 17:51:59,25.8,29.6,3
2024-06-19 17:52:00,17.1,29.6,3
2024-06-19 17:52:01,26.1,29.7,3
2024-06-19 17:52:02,17.2,29.7,3
2024-06-19 17:52:03,25.1,29.7,3
2024-06-19 17:52:04,25.3,29.8,3
2024-06-19 17:52:05,22.6,31.8,3
2024-06-19 17:52:06,24.5,29.7,3
2024-06-19 17:52:07,32.0,30.5,3
2024-06-19 17:52:08,25.5,29.7,3
2024-06-19 17:52:09,23.3,29.7,3
2024-06-19 17:52:10,30.4,29.8,3
2024-06-19 17:52:11,20.5,29.8,3
2024-06-19 17:52:12,32.6,29.8,3
2024-06-19 17:52:13,21.1,29.8,3
2024-06-19 17:52:14,30.7,29.8,3
2024-06-19 17:52:15,21.6,29.7,3
2024-06-19 17:52:16,25.5,29.6,3
2024-06-19 17:52:17,17.8,29.6,3
