timestamp,cpu_usage_percent,memory_usage_percent,state
2024-06-18 12:58:00,0.0,11.0,0
2024-06-18 12:58:01,21.7,13.0,3
2024-06-18 12:58:02,25.9,13.2,3
2024-06-18 12:58:03,32.0,13.2,3
2024-06-18 12:58:04,27.2,13.2,3
2024-06-18 12:58:05,29.5,13.2,3
2024-06-18 12:58:06,46.3,12.5,3
2024-06-18 12:58:07,45.9,12.1,3
2024-06-18 12:58:08,29.1,12.4,3
2024-06-18 12:58:09,35.2,12.1,3
2024-06-18 12:58:10,84.1,12.4,3
2024-06-18 12:58:11,96.9,12.9,3
2024-06-18 12:58:12,95.7,13.2,3
2024-06-18 12:58:13,89.6,13.6,3
2024-06-18 12:58:14,95.5,14.6,3
2024-06-18 12:58:15,90.2,14.4,3
2024-06-18 12:58:16,93.8,14.8,3
2024-06-18 12:58:17,96.0,14.8,3
2024-06-18 12:58:18,82.9,14.9,3
2024-06-18 12:58:19,98.0,15.0,3
2024-06-18 12:58:21,94.4,15.2,3
