timestamp,cpu_usage_percent,memory_usage_percent,state
2024-06-19 21:05:52,0.0,71.9,0
2024-06-19 21:05:54,19.7,74.5,3
2024-06-19 21:05:55,3.0,74.2,3
2024-06-19 21:05:56,0.4,74.1,3
2024-06-19 21:05:57,0.5,74.1,3
2024-06-19 21:05:58,0.5,74.1,3
2024-06-19 21:05:59,0.0,74.1,3
2024-06-19 21:06:00,0.5,74.1,3
2024-06-19 21:06:01,0.5,74.1,3
2024-06-19 21:06:02,21.0,73.6,3
2024-06-19 21:06:03,21.4,71.9,3
2024-06-19 21:06:04,20.4,75.2,3
2024-06-19 21:06:06,1.3,75.2,3
2024-06-19 21:06:07,21.5,75.3,3
2024-06-19 21:06:08,26.3,75.3,3
2024-06-19 21:06:09,26.5,75.3,3
2024-06-19 21:06:11,26.7,75.4,3
2024-06-19 21:06:12,32.3,75.4,3
2024-06-19 21:06:13,28.1,75.9,3
2024-06-19 21:06:14,6.6,76.5,3
2024-06-19 21:06:15,3.5,76.2,3
2024-06-19 21:06:16,41.6,70.5,3
2024-06-19 21:06:17,26.5,70.5,3
2024-06-19 21:06:18,25.9,70.5,3
2024-06-19 21:06:19,26.9,70.5,3
2024-06-19 21:06:20,38.7,72.0,3
2024-06-19 21:06:21,38.3,71.1,3
2024-06-19 21:06:22,36.9,71.4,3
2024-06-19 21:06:23,27.5,71.5,3
2024-06-19 21:06:25,27.3,71.5,3
2024-06-19 21:06:26,31.8,71.5,3
2024-06-19 21:06:27,33.2,75.6,3
2024-06-19 21:06:28,49.6,71.9,3
2024-06-19 21:06:29,25.9,71.9,3
2024-06-19 21:06:30,25.9,71.9,3
2024-06-19 21:06:32,26.9,71.9,3
2024-06-19 21:06:33,72.3,70.8,3
2024-06-19 21:06:34,73.4,73.7,3
2024-06-19 21:06:35,28.9,78.1,3
2024-06-19 21:06:36,61.2,70.9,3
2024-06-19 21:06:37,29.4,70.9,3
2024-06-19 21:06:38,30.1,70.9,3
2024-06-19 21:06:40,40.6,72.4,3
2024-06-19 21:06:41,62.6,72.2,3
2024-06-19 21:06:42,29.5,71.9,3
2024-06-19 21:06:43,10.7,72.5,3
2024-06-19 21:06:44,26.9,74.8,3
2024-06-19 21:06:45,38.5,70.5,3
2024-06-19 21:06:46,25.5,70.5,3
2024-06-19 21:06:47,25.9,70.5,3
2024-06-19 21:06:49,27.4,70.5,3
2024-06-19 21:06:50,32.2,70.4,3
2024-06-19 21:06:51,35.1,73.6,3
2024-06-19 21:06:52,34.6,70.6,3
2024-06-19 21:06:53,25.6,70.6,3
2024-06-19 21:06:54,25.8,70.6,3
2024-06-19 21:06:55,29.3,70.7,3
2024-06-19 21:06:56,48.2,71.3,3
2024-06-19 21:06:57,44.9,74.3,3
2024-06-19 21:06:58,41.8,69.5,3
2024-06-19 21:06:59,25.6,69.5,3
2024-06-19 21:07:00,25.8,69.5,3
2024-06-19 21:07:01,43.7,70.2,3
2024-06-19 21:07:02,31.8,70.2,3
2024-06-19 21:07:03,32.5,73.2,3
2024-06-19 21:07:04,25.4,72.3,3
2024-06-19 21:07:05,29.3,68.3,3
2024-06-19 21:07:06,33.6,68.5,3
2024-06-19 21:07:07,25.3,68.5,3
2024-06-19 21:07:09,27.0,68.6,3
2024-06-19 21:07:10,32.1,76.6,3
2024-06-19 21:07:11,35.4,68.5,3
2024-06-19 21:07:12,27.9,68.6,3
2024-06-19 21:07:13,25.9,68.6,3
2024-06-19 21:07:14,26.9,68.6,3
