                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    518,                0.83653,                0.44472,                0.89163,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097634,             0.00097634,             0.00097634
                    519,                0.84653,                0.44953,                0.89271,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097436,             0.00097436,             0.00097436
                    520,                0.82537,                0.43676,                0.88267,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097238,             0.00097238,             0.00097238
                    521,                0.81882,                0.43502,                  0.876,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009704,              0.0009704,              0.0009704
                    522,                0.80711,                0.43642,                0.87471,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096842,             0.00096842,             0.00096842
                    523,                0.81867,                0.43835,                0.87899,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096644,             0.00096644,             0.00096644
                    524,                0.87014,                0.46146,                0.90597,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096446,             0.00096446,             0.00096446
                    525,                0.82458,                 0.4353,                 0.8851,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096248,             0.00096248,             0.00096248
                    526,                0.81973,                0.44179,                0.88249,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009605,              0.0009605,              0.0009605
                    527,                0.83246,                0.44149,                0.88143,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095852,             0.00095852,             0.00095852
                    528,                0.83738,                 0.4512,                0.88708,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095654,             0.00095654,             0.00095654
                    529,                0.81699,                0.43435,                0.89548,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095456,             0.00095456,             0.00095456
                    530,                0.81798,                0.42876,                0.88241,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095258,             0.00095258,             0.00095258
                    531,                0.80755,                0.43278,                0.88045,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009506,              0.0009506,              0.0009506
                    532,                0.82453,                 0.4274,                0.88079,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094862,             0.00094862,             0.00094862
                    533,                0.82716,                0.44886,                0.89623,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094664,             0.00094664,             0.00094664
                    534,                0.77745,                0.42868,                0.86584,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094466,             0.00094466,             0.00094466
                    535,                 0.8484,                0.43937,                0.88353,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094268,             0.00094268,             0.00094268
                    536,                0.83106,                0.44583,                0.88915,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009407,              0.0009407,              0.0009407
                    537,                0.83625,                0.43169,                0.87892,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00093872,             0.00093872,             0.00093872
                    538,                0.81232,                0.42748,                0.88815,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00093674,             0.00093674,             0.00093674
                    539,                0.81741,                0.43289,                 0.8792,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00093476,             0.00093476,             0.00093476
                    540,                0.84822,                0.44738,                0.88896,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00093278,             0.00093278,             0.00093278
                    541,                0.81477,                0.44874,                0.88524,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009308,              0.0009308,              0.0009308
                    542,                0.82253,                0.43078,                0.88476,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00092882,             0.00092882,             0.00092882
                    543,                0.84243,                0.43435,                0.89245,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00092684,             0.00092684,             0.00092684
                    544,                0.80743,                0.42424,                 0.8715,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00092486,             0.00092486,             0.00092486
                    545,                0.80216,                0.43531,                0.87542,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00092288,             0.00092288,             0.00092288
                    546,                0.78054,                0.42195,                0.88952,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009209,              0.0009209,              0.0009209
                    547,                0.81035,                0.43555,                0.88231,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00091892,             0.00091892,             0.00091892
                    548,                 0.7908,                0.43232,                0.87834,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00091694,             0.00091694,             0.00091694
                    549,                0.80949,                0.44199,                0.88459,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00091496,             0.00091496,             0.00091496
                    550,                0.78841,                0.43235,                0.87653,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00091298,             0.00091298,             0.00091298
                    551,                0.79464,                  0.422,                0.87954,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000911,               0.000911,               0.000911
                    552,                0.80859,                 0.4361,                0.88282,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00090902,             0.00090902,             0.00090902
                    553,                0.82188,                0.43828,                0.87947,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00090704,             0.00090704,             0.00090704
                    554,                 0.7992,                0.41996,                0.87581,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00090506,             0.00090506,             0.00090506
                    555,                0.84316,                0.43276,                0.88657,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00090308,             0.00090308,             0.00090308
                    556,                0.80662,                0.41988,                0.88169,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009011,              0.0009011,              0.0009011
                    557,                0.79737,                0.43179,                0.87402,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00089912,             0.00089912,             0.00089912
                    558,                0.79539,                0.41969,                0.87988,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00089714,             0.00089714,             0.00089714
                    559,                0.80456,                 0.4307,                0.87494,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00089516,             0.00089516,             0.00089516
                    560,                0.82985,                0.43334,                0.88941,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00089318,             0.00089318,             0.00089318
                    561,                0.81437,                0.42487,                0.89937,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008912,              0.0008912,              0.0008912
                    562,                0.81437,                 0.4245,                 0.8841,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00088922,             0.00088922,             0.00088922
                    563,                0.80457,                0.42395,                0.88038,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00088724,             0.00088724,             0.00088724
                    564,                 0.7915,                0.42434,                0.87173,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00088526,             0.00088526,             0.00088526
                    565,                 0.7949,                0.42763,                0.86633,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00088328,             0.00088328,             0.00088328
                    566,                0.82131,                0.43202,                0.90036,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008813,              0.0008813,              0.0008813
                    567,                0.81335,                0.43376,                 0.8899,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00087932,             0.00087932,             0.00087932
                    568,                0.78711,                0.42109,                0.88315,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00087734,             0.00087734,             0.00087734
                    569,                0.81614,                0.43854,                0.88209,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00087536,             0.00087536,             0.00087536
                    570,                0.83574,                0.43725,                 0.9004,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00087338,             0.00087338,             0.00087338
                    571,                0.79305,                0.42867,                0.88994,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008714,              0.0008714,              0.0008714
                    572,                0.78378,                0.42564,                0.87486,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00086942,             0.00086942,             0.00086942
                    573,                0.80453,                0.42516,                0.88297,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00086744,             0.00086744,             0.00086744
                    574,                0.81872,                0.43015,                0.88289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00086546,             0.00086546,             0.00086546
                    575,                0.77551,                0.42348,                 0.8642,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00086348,             0.00086348,             0.00086348
                    576,                0.78047,                0.41522,                0.87383,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008615,              0.0008615,              0.0008615
                    577,                0.79525,                0.42266,                 0.8778,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00085952,             0.00085952,             0.00085952
                    578,                0.77944,                 0.4175,                 0.8649,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00085754,             0.00085754,             0.00085754
                    579,                0.81754,                0.42058,                0.89209,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00085556,             0.00085556,             0.00085556
                    580,                0.81589,                0.44216,                0.89779,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00085358,             0.00085358,             0.00085358
                    581,                0.82126,                0.44278,                0.88625,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008516,              0.0008516,              0.0008516
                    582,                0.80241,                0.42101,                0.88457,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00084962,             0.00084962,             0.00084962
                    583,                0.81204,                0.42777,                0.88442,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00084764,             0.00084764,             0.00084764
                    584,                0.78935,                0.42459,                0.87842,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00084566,             0.00084566,             0.00084566
                    585,                0.77578,                0.42371,                0.86495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00084368,             0.00084368,             0.00084368
                    586,                0.79632,                0.41713,                 0.8805,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008417,              0.0008417,              0.0008417
                    587,                0.77808,                0.42511,                0.87751,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00083972,             0.00083972,             0.00083972
                    588,                0.80626,                0.42754,                0.87399,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00083774,             0.00083774,             0.00083774
                    589,                0.82322,                0.43663,                0.87242,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00083576,             0.00083576,             0.00083576
                    590,                0.79552,                0.42792,                0.87884,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00083378,             0.00083378,             0.00083378
                    591,                 0.8164,                0.43679,                0.87733,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008318,              0.0008318,              0.0008318
                    592,                0.81114,                0.43181,                 0.8743,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00082982,             0.00082982,             0.00082982
                    593,                0.78858,                0.42615,                0.88382,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00082784,             0.00082784,             0.00082784
                    594,                0.77998,                0.42993,                0.87294,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00082586,             0.00082586,             0.00082586
                    595,                0.80733,                0.42225,                0.87135,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00082388,             0.00082388,             0.00082388
                    596,                0.76851,                  0.401,                0.86615,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008219,              0.0008219,              0.0008219
                    597,                0.76077,                0.41151,                0.87869,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00081992,             0.00081992,             0.00081992
                    598,                0.77904,                0.41792,                0.86507,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00081794,             0.00081794,             0.00081794
                    599,                0.78132,                0.41668,                0.86961,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00081596,             0.00081596,             0.00081596
                    600,                0.77456,                 0.4136,                 0.8722,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00081398,             0.00081398,             0.00081398
                    601,                0.77822,                 0.4142,                0.87992,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000812,               0.000812,               0.000812
                    602,                0.77515,                0.40748,                0.88507,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00081002,             0.00081002,             0.00081002
                    603,                0.77452,                0.41971,                0.88025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00080804,             0.00080804,             0.00080804
                    604,                0.80363,                0.42716,                0.87871,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00080606,             0.00080606,             0.00080606
                    605,                0.77088,                0.41417,                0.88671,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00080408,             0.00080408,             0.00080408
                    606,                  0.762,                0.40831,                 0.8713,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008021,              0.0008021,              0.0008021
                    607,                0.78115,                0.40837,                0.88073,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00080012,             0.00080012,             0.00080012
                    608,                0.77302,                0.42472,                0.86339,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079814,             0.00079814,             0.00079814
                    609,                0.78634,                0.42198,                0.88211,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079616,             0.00079616,             0.00079616
                    610,                0.79353,                0.42648,                0.88408,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079418,             0.00079418,             0.00079418
                    611,                0.78928,                0.42271,                0.88342,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007922,              0.0007922,              0.0007922
                    612,                0.75808,                0.39724,                0.87606,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079022,             0.00079022,             0.00079022
                    613,                0.76996,                0.42156,                 0.8696,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00078824,             0.00078824,             0.00078824
                    614,                0.77261,                0.41583,                0.88216,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00078626,             0.00078626,             0.00078626
                    615,                0.79247,                0.42463,                0.88161,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00078428,             0.00078428,             0.00078428
                    616,                0.78775,                0.42749,                0.86798,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007823,              0.0007823,              0.0007823
                    617,                0.76474,                0.40958,                0.86894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00078032,             0.00078032,             0.00078032
                    618,                0.77705,                0.41283,                0.87483,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00077834,             0.00077834,             0.00077834
                    619,                0.77286,                0.41743,                0.87482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00077636,             0.00077636,             0.00077636
                    620,                0.78952,                0.42467,                0.87152,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00077438,             0.00077438,             0.00077438
                    621,                0.78735,                0.41522,                0.87816,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007724,              0.0007724,              0.0007724
                    622,                0.75243,                0.41118,                0.86916,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00077042,             0.00077042,             0.00077042
                    623,                0.75182,                0.40282,                 0.8623,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00076844,             0.00076844,             0.00076844
                    624,                0.75202,                  0.407,                0.86381,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00076646,             0.00076646,             0.00076646
                    625,                0.75404,                0.40313,                0.86743,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00076448,             0.00076448,             0.00076448
                    626,                0.76699,                 0.4217,                0.86689,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007625,              0.0007625,              0.0007625
                    627,                0.77658,                 0.4142,                0.87049,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00076052,             0.00076052,             0.00076052
                    628,                0.76143,                0.42005,                0.87244,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00075854,             0.00075854,             0.00075854
                    629,                0.77331,                0.40943,                0.86719,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00075656,             0.00075656,             0.00075656
                    630,                 0.7827,                0.41953,                0.88537,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00075458,             0.00075458,             0.00075458
                    631,                0.77839,                 0.4135,                0.87983,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007526,              0.0007526,              0.0007526
                    632,                0.78049,                0.42151,                0.87688,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00075062,             0.00075062,             0.00075062
                    633,                0.76493,                0.41292,                0.86582,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00074864,             0.00074864,             0.00074864
                    634,                  0.776,                0.41638,                0.85916,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00074666,             0.00074666,             0.00074666
                    635,                0.73544,                0.39645,                0.85845,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00074468,             0.00074468,             0.00074468
                    636,                0.78185,                0.40903,                0.87152,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007427,              0.0007427,              0.0007427
                    637,                0.78147,                 0.4198,                0.88788,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00074072,             0.00074072,             0.00074072
                    638,                0.74832,                0.41424,                0.85839,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00073874,             0.00073874,             0.00073874
                    639,                0.77528,                0.41036,                0.86918,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00073676,             0.00073676,             0.00073676
                    640,                 0.7561,                0.40901,                0.86531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00073478,             0.00073478,             0.00073478
                    641,                0.74297,                0.40903,                0.87101,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007328,              0.0007328,              0.0007328
                    642,                0.76763,                0.41566,                 0.8885,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00073082,             0.00073082,             0.00073082
                    643,                0.77094,                0.42346,                0.86792,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00072884,             0.00072884,             0.00072884
                    644,                0.74425,                0.40535,                0.86497,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00072686,             0.00072686,             0.00072686
                    645,                 0.7625,                0.40593,                0.86915,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00072488,             0.00072488,             0.00072488
                    646,                0.75083,                0.40941,                0.86388,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007229,              0.0007229,              0.0007229
                    647,                 0.7595,                0.40653,                0.86409,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00072092,             0.00072092,             0.00072092
                    648,                0.75437,                0.41185,                0.86926,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00071894,             0.00071894,             0.00071894
                    649,                0.72549,                0.39821,                0.86476,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00071696,             0.00071696,             0.00071696
                    650,                0.74265,                0.39991,                 0.8713,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00071498,             0.00071498,             0.00071498
                    651,                0.71869,                0.39437,                0.85437,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000713,               0.000713,               0.000713
