                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    170,                 1.1496,                0.60166,                0.95656,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016654,              0.0016654,              0.0016654
                    171,                 1.1718,                0.60405,                0.97999,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016634,              0.0016634,              0.0016634
                    172,                 1.1068,                0.57924,                 0.9619,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016614,              0.0016614,              0.0016614
                    173,                 1.1644,                0.61038,                0.96948,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016594,              0.0016594,              0.0016594
                    174,                 1.1772,                0.62005,                0.96912,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016575,              0.0016575,              0.0016575
                    175,                 1.1414,                0.62339,                 0.9812,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016555,              0.0016555,              0.0016555
                    176,                 1.1401,                0.60473,                0.98632,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016535,              0.0016535,              0.0016535
                    177,                  1.162,                0.62379,                0.97831,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016515,              0.0016515,              0.0016515
                    178,                 1.1471,                0.61135,                 0.9652,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016495,              0.0016495,              0.0016495
                    179,                 1.1698,                0.62627,                0.99617,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016476,              0.0016476,              0.0016476
                    180,                 1.1474,                0.62718,                0.97834,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016456,              0.0016456,              0.0016456
                    181,                 1.1441,                0.60358,                0.96785,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016436,              0.0016436,              0.0016436
                    182,                 1.1051,                0.58944,                0.96646,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016416,              0.0016416,              0.0016416
                    183,                 1.1436,                0.60931,                0.98435,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016396,              0.0016396,              0.0016396
                    184,                 1.1111,                0.59415,                0.96802,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016377,              0.0016377,              0.0016377
                    185,                 1.1271,                0.60998,                0.98766,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016357,              0.0016357,              0.0016357
                    186,                 1.1531,                0.60361,                0.98083,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016337,              0.0016337,              0.0016337
                    187,                 1.1321,                0.58231,                0.97743,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016317,              0.0016317,              0.0016317
                    188,                 1.1363,                0.57985,                0.96495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016297,              0.0016297,              0.0016297
                    189,                 1.1311,                 0.5892,                0.97094,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016278,              0.0016278,              0.0016278
                    190,                  1.099,                0.58062,                0.96231,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016258,              0.0016258,              0.0016258
                    191,                 1.1589,                0.61784,                0.98609,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016238,              0.0016238,              0.0016238
                    192,                  1.112,                 0.5773,                0.95737,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016218,              0.0016218,              0.0016218
                    193,                 1.0958,                0.58152,                0.96202,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016198,              0.0016198,              0.0016198
                    194,                 1.1557,                0.60866,                0.97187,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016179,              0.0016179,              0.0016179
                    195,                  1.109,                0.59955,                0.96683,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016159,              0.0016159,              0.0016159
                    196,                 1.0897,                0.57556,                0.95056,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016139,              0.0016139,              0.0016139
                    197,                 1.1123,                0.58614,                0.94922,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016119,              0.0016119,              0.0016119
                    198,                 1.1493,                0.60811,                0.97333,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016099,              0.0016099,              0.0016099
                    199,                 1.1329,                0.58148,                0.96011,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001608,               0.001608,               0.001608
                    200,                 1.0662,                0.56887,                0.96155,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001606,               0.001606,               0.001606
                    201,                 1.1029,                0.58293,                0.96196,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001604,               0.001604,               0.001604
                    202,                 1.1157,                0.58662,                0.97303,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001602,               0.001602,               0.001602
                    203,                  1.139,                0.59987,                0.96611,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0016,                 0.0016,                 0.0016
                    204,                 1.1372,                0.59838,                 0.9717,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015981,              0.0015981,              0.0015981
                    205,                  1.068,                0.56572,                0.96587,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015961,              0.0015961,              0.0015961
                    206,                 1.1199,                0.59891,                0.97368,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015941,              0.0015941,              0.0015941
                    207,                 1.0952,                0.59043,                0.97201,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015921,              0.0015921,              0.0015921
                    208,                 1.1056,                0.59305,                0.98342,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015901,              0.0015901,              0.0015901
                    209,                 1.0686,                0.58211,                0.95922,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015882,              0.0015882,              0.0015882
                    210,                 1.0725,                0.58676,                0.94417,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015862,              0.0015862,              0.0015862
                    211,                 1.1187,                0.61096,                0.97433,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015842,              0.0015842,              0.0015842
                    212,                 1.0973,                0.57522,                0.95929,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015822,              0.0015822,              0.0015822
                    213,                 1.0741,                0.56071,                0.95289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015802,              0.0015802,              0.0015802
                    214,                 1.0592,                0.55668,                0.94886,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015783,              0.0015783,              0.0015783
                    215,                 1.0822,                0.58918,                0.95919,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015763,              0.0015763,              0.0015763
                    216,                 1.0852,                0.59634,                0.96007,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015743,              0.0015743,              0.0015743
                    217,                 1.0716,                 0.5701,                0.94474,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015723,              0.0015723,              0.0015723
                    218,                 1.0899,                0.58076,                0.93637,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015703,              0.0015703,              0.0015703
                    219,                 1.0942,                0.58038,                0.96353,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015684,              0.0015684,              0.0015684
                    220,                  1.121,                0.58112,                0.96453,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015664,              0.0015664,              0.0015664
                    221,                 1.0787,                0.56833,                0.96009,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015644,              0.0015644,              0.0015644
                    222,                 1.0487,                0.54858,                0.94869,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015624,              0.0015624,              0.0015624
                    223,                 1.0894,                0.57016,                0.96739,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015604,              0.0015604,              0.0015604
                    224,                 1.0671,                0.57025,                0.95476,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015585,              0.0015585,              0.0015585
                    225,                 1.0853,                0.56437,                0.95153,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015565,              0.0015565,              0.0015565
                    226,                 1.0458,                0.57108,                0.94389,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015545,              0.0015545,              0.0015545
                    227,                 1.0363,                0.54896,                0.95075,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015525,              0.0015525,              0.0015525
                    228,                 1.0612,                0.56459,                 0.9439,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015505,              0.0015505,              0.0015505
                    229,                 1.0413,                0.54546,                0.93951,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015486,              0.0015486,              0.0015486
                    230,                 1.0342,                0.55401,                0.93515,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015466,              0.0015466,              0.0015466
                    231,                 1.0708,                0.56478,                0.94625,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015446,              0.0015446,              0.0015446
                    232,                 1.0584,                0.56102,                0.96173,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015426,              0.0015426,              0.0015426
                    233,                 1.0521,                0.56454,                0.95136,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015406,              0.0015406,              0.0015406
                    234,                 1.0734,                 0.5806,                0.96459,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015387,              0.0015387,              0.0015387
                    235,                 1.0643,                 0.5603,                0.94641,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015367,              0.0015367,              0.0015367
                    236,                 1.0696,                0.55591,                0.94932,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015347,              0.0015347,              0.0015347
                    237,                 1.0534,                0.54521,                 0.9485,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015327,              0.0015327,              0.0015327
                    238,                 1.0674,                0.56713,                0.94954,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015307,              0.0015307,              0.0015307
                    239,                 1.0546,                0.53889,                0.95198,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015288,              0.0015288,              0.0015288
                    240,                   1.07,                0.55397,                0.96452,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015268,              0.0015268,              0.0015268
                    241,                 1.0292,                0.53458,                0.95212,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015248,              0.0015248,              0.0015248
                    242,                 1.0071,                0.53161,                0.94015,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015228,              0.0015228,              0.0015228
                    243,                 1.0194,                0.56387,                0.96155,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015208,              0.0015208,              0.0015208
                    244,                 1.0237,                0.55061,                0.93895,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015189,              0.0015189,              0.0015189
                    245,                 1.0966,                0.58166,                0.96643,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015169,              0.0015169,              0.0015169
                    246,                 1.0294,                0.55488,                0.93528,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015149,              0.0015149,              0.0015149
                    247,                 1.0316,                0.55337,                0.93989,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015129,              0.0015129,              0.0015129
                    248,                 1.0438,                0.54757,                0.94695,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015109,              0.0015109,              0.0015109
                    249,                 1.0505,                0.55362,                0.93756,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001509,               0.001509,               0.001509
                    250,                0.99744,                0.53496,                  0.927,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001507,               0.001507,               0.001507
                    251,                 1.0735,                0.55735,                0.94729,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001505,               0.001505,               0.001505
                    252,                 1.0187,                0.53367,                0.93778,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001503,               0.001503,               0.001503
                    253,                 1.0042,                0.52776,                0.92279,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001501,               0.001501,               0.001501
                    254,                   1.03,                0.54008,                0.95485,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014991,              0.0014991,              0.0014991
                    255,                 1.0182,                0.54305,                0.94201,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014971,              0.0014971,              0.0014971
                    256,                 1.0226,                0.54454,                 0.9459,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014951,              0.0014951,              0.0014951
                    257,                 1.0433,                0.55207,                0.94103,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014931,              0.0014931,              0.0014931
                    258,                 1.0524,                 0.5618,                0.94111,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014911,              0.0014911,              0.0014911
                    259,                 1.0196,                0.55185,                0.93197,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014892,              0.0014892,              0.0014892
                    260,                 1.0614,                0.55349,                0.94509,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014872,              0.0014872,              0.0014872
                    261,                  1.046,                0.54519,                0.94313,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014852,              0.0014852,              0.0014852
                    262,                 1.0139,                0.54184,                0.94049,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014832,              0.0014832,              0.0014832
                    263,                 1.0102,                0.55203,                0.93197,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014812,              0.0014812,              0.0014812
                    264,                 1.0147,                0.54357,                0.93545,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014793,              0.0014793,              0.0014793
                    265,                 1.0049,                0.52922,                 0.9255,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014773,              0.0014773,              0.0014773
                    266,                  1.027,                0.53948,                0.92915,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014753,              0.0014753,              0.0014753
                    267,                 1.0853,                0.56806,                0.95672,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014733,              0.0014733,              0.0014733
                    268,                0.99664,                0.54558,                0.94289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014713,              0.0014713,              0.0014713
                    269,                 1.0057,                0.53829,                0.94091,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014694,              0.0014694,              0.0014694
                    270,                 1.0119,                0.53317,                0.95194,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014674,              0.0014674,              0.0014674
                    271,                  1.067,                0.55731,                0.96352,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014654,              0.0014654,              0.0014654
                    272,                 1.0415,                0.53639,                0.92633,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014634,              0.0014634,              0.0014634
                    273,                 1.0083,                0.53044,                0.93462,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014614,              0.0014614,              0.0014614
                    274,                 1.0533,                0.54746,                0.94503,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014595,              0.0014595,              0.0014595
                    275,                 1.0214,                0.54364,                0.93025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014575,              0.0014575,              0.0014575
                    276,                 1.0206,                0.53504,                0.93975,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014555,              0.0014555,              0.0014555
                    277,                 1.0199,                0.53335,                   0.93,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014535,              0.0014535,              0.0014535
                    278,                 1.0382,                0.54036,                0.95308,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014515,              0.0014515,              0.0014515
                    279,                 1.0185,                 0.5487,                0.92739,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014496,              0.0014496,              0.0014496
                    280,                 1.0096,                 0.5401,                0.93335,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014476,              0.0014476,              0.0014476
                    281,                 1.0016,                0.52468,                0.93061,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014456,              0.0014456,              0.0014456
                    282,                 1.0409,                0.54486,                0.93703,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014436,              0.0014436,              0.0014436
                    283,                 1.0276,                0.54046,                0.93806,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014416,              0.0014416,              0.0014416
                    284,                0.96802,                0.53031,                0.92673,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014397,              0.0014397,              0.0014397
                    285,                0.98872,                 0.5203,                0.93339,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014377,              0.0014377,              0.0014377
                    286,                0.99481,                0.51579,                0.92996,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014357,              0.0014357,              0.0014357
                    287,                 1.0181,                0.53791,                 0.9354,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014337,              0.0014337,              0.0014337
                    288,                 1.0283,                0.53455,                0.94411,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014317,              0.0014317,              0.0014317
                    289,                0.99325,                0.52854,                0.94046,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014298,              0.0014298,              0.0014298
                    290,                 1.0025,                0.52908,                0.92887,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014278,              0.0014278,              0.0014278
                    291,                 1.0202,                0.53662,                0.92723,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014258,              0.0014258,              0.0014258
                    292,                0.99301,                 0.5218,                0.92926,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014238,              0.0014238,              0.0014238
                    293,                0.97727,                0.50669,                0.92942,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014218,              0.0014218,              0.0014218
                    294,                 1.0047,                0.52314,                0.91844,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014199,              0.0014199,              0.0014199
                    295,                0.96975,                0.51975,                 0.9283,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014179,              0.0014179,              0.0014179
                    296,                 1.0094,                0.53436,                0.94668,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014159,              0.0014159,              0.0014159
                    297,                 1.0083,                0.53703,                0.93403,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014139,              0.0014139,              0.0014139
                    298,                 1.0438,                0.56135,                 0.9663,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014119,              0.0014119,              0.0014119
                    299,                0.99247,                0.52756,                0.92912,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00141,                0.00141,                0.00141
                    300,                0.98122,                 0.5238,                0.92325,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001408,               0.001408,               0.001408
                    301,                0.98538,                0.53668,                0.93115,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001406,               0.001406,               0.001406
                    302,                0.97535,                0.51857,                0.91412,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001404,               0.001404,               0.001404
                    303,                0.97523,                0.53217,                 0.9251,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001402,               0.001402,               0.001402
