timestamp,cpu_usage_percent,memory_usage_percent,state
2024-06-18 14:13:38,0.0,63.3,0
2024-06-18 14:13:39,34.9,74.0,3
2024-06-18 14:13:40,32.4,74.4,3
2024-06-18 14:13:41,30.1,74.6,3
2024-06-18 14:13:42,26.0,74.6,3
2024-06-18 14:13:43,30.8,74.7,3
2024-06-18 14:13:44,35.7,74.7,3
2024-06-18 14:13:45,38.6,76.4,3
2024-06-18 14:13:46,20.0,79.8,3
2024-06-18 14:13:48,14.5,72.1,3
2024-06-18 14:13:49,47.6,72.2,3
2024-06-18 14:13:50,26.3,72.2,3
2024-06-18 14:13:51,25.6,72.2,3
2024-06-18 14:13:52,31.0,72.0,3
2024-06-18 14:13:53,40.6,70.1,3
2024-06-18 14:13:54,32.0,68.5,3
2024-06-18 14:13:55,33.1,68.8,3
2024-06-18 14:13:56,26.3,68.8,3
2024-06-18 14:13:57,25.7,68.8,3
2024-06-18 14:13:58,40.3,69.4,3
2024-06-18 14:13:59,27.3,69.1,3
2024-06-18 14:14:00,50.4,69.5,3
2024-06-18 14:14:01,25.6,69.5,3
2024-06-18 14:14:02,25.5,69.5,3
2024-06-18 14:14:03,34.0,69.4,3
2024-06-18 14:14:04,29.2,77.6,3
2024-06-18 14:14:05,45.6,69.5,3
2024-06-18 14:14:06,26.2,69.5,3
2024-06-18 14:14:07,26.0,69.5,3
2024-06-18 14:14:08,30.0,69.3,3
2024-06-18 14:14:09,37.1,71.4,3
2024-06-18 14:14:10,43.2,69.5,3
2024-06-18 14:14:11,31.1,69.5,3
2024-06-18 14:14:12,32.8,69.5,3
2024-06-18 14:14:13,93.0,68.4,3
2024-06-18 14:14:14,26.2,68.4,3
2024-06-18 14:14:15,38.1,68.1,3
2024-06-18 14:14:16,59.4,72.3,3
2024-06-18 14:14:17,74.6,67.0,3
2024-06-18 14:14:18,26.4,67.0,3
2024-06-18 14:14:19,57.1,67.0,3
2024-06-18 14:14:20,25.8,67.0,3
2024-06-18 14:14:21,25.7,67.0,3
2024-06-18 14:14:22,30.3,66.9,3
2024-06-18 14:14:23,38.4,70.2,3
2024-06-18 14:14:24,52.3,66.5,3
2024-06-18 14:14:25,29.9,66.6,3
2024-06-18 14:14:26,25.6,66.6,3
2024-06-18 14:14:27,26.1,66.6,3
2024-06-18 14:14:28,35.4,66.4,3
2024-06-18 14:14:29,28.5,72.3,3
2024-06-18 14:14:30,57.0,66.8,3
2024-06-18 14:14:31,25.8,66.8,3
2024-06-18 14:14:33,25.7,66.8,3
2024-06-18 14:14:34,31.0,66.5,3
2024-06-18 14:14:35,32.5,74.7,3
2024-06-18 14:14:36,39.9,66.7,3
2024-06-18 14:14:37,26.3,66.7,3
2024-06-18 14:14:38,25.5,66.7,3
2024-06-18 14:14:39,26.1,66.7,3
